Year,Value,Units,Series
2011,1.22921357571336,pct.,Tourism direct GDP as a proportion of total GDP
2012,1.21531991222284,pct.,Tourism direct GDP as a proportion of total GDP
2013,1.27661880175468,pct.,Tourism direct GDP as a proportion of total GDP
2014,1.38188549339657,pct.,Tourism direct GDP as a proportion of total GDP
2015,1.7136936816595,pct.,Tourism direct GDP as a proportion of total GDP
2016,1.66941737108622,pct.,Tourism direct GDP as a proportion of total GDP
2017,1.78173647685653,pct.,Tourism direct GDP as a proportion of total GDP
2018,1.88333796703894,pct.,Tourism direct GDP as a proportion of total GDP
2019,1.93337767579276,pct.,Tourism direct GDP as a proportion of total GDP
2020,0.5760197626352,pct.,Tourism direct GDP as a proportion of total GDP
2021,0.93219944823902,pct.,Tourism direct GDP as a proportion of total GDP
2022,1.3774815049499,pct.,Tourism direct GDP as a proportion of total GDP
